customer_id,signup_date,plan,channel,age_group,monthly_fee,churned,tenure_months,churn_date,churn_reason,clv,cohort,signup_month
C0453,2023-12-16 17:33:16.663886,Standard,Paid Ads,35-44,599,1,5,2024-05-14 17:33:16.663886,Better competitor,2995,2023-12,Dec 2023
C0454,2023-04-01 14:53:32.677231,Standard,Referral,25-34,599,0,20,,,11980,2023-04,Apr 2023
C0455,2023-12-15 19:41:47.089241,Basic,Social Media,25-34,299,0,16,,,4784,2023-12,Dec 2023
C0456,2023-06-19 20:33:25.671392,Basic,Organic,25-34,299,1,2,2023-08-18 20:33:25.671392,Better competitor,598,2023-06,Jun 2023
C0457,2023-07-20 19:44:11.209341,Standard,Organic,25-34,599,1,1,2023-08-19 19:44:11.209341,Price too high,599,2023-07,Jul 2023
C0458,2023-02-24 04:33:49.691409,Basic,Referral,18-24,299,0,15,,,4485,2023-02,Feb 2023
C0459,2023-08-30 08:25:37.281067,Standard,Email,35-44,599,0,10,,,5990,2023-08,Aug 2023
C0460,2023-02-06 10:19:42.985821,Standard,Organic,25-34,599,0,14,,,8386,2023-02,Feb 2023
C0461,2023-08-07 13:58:17.914929,Premium,Referral,18-24,999,0,22,,,21978,2023-08,Aug 2023
C0462,2024-05-20 22:14:18.715596,Basic,Email,45-54,299,0,16,,,4784,2024-05,May 2024
C0463,2023-11-17 14:05:30.275229,Standard,Organic,25-34,599,0,17,,,10183,2023-11,Nov 2023
C0464,2023-06-20 07:29:10.458715,Basic,Email,55+,299,1,5,2023-11-17 07:29:10.458715,Lack of features,1495,2023-06,Jun 2023
C0465,2023-04-07 02:02:30.125104,Premium,Paid Ads,18-24,999,0,11,,,10989,2023-04,Apr 2023
C0466,2023-08-04 20:23:49.190992,Premium,Organic,55+,999,1,9,2024-04-30 20:23:49.190992,Better competitor,8991,2023-08,Aug 2023
C0467,2024-04-03 13:36:40.834028,Standard,Paid Ads,18-24,599,0,9,,,5391,2024-04,Apr 2024
C0468,2023-02-23 17:38:04.904086,Basic,Paid Ads,35-44,299,1,5,2023-07-23 17:38:04.904086,Poor support,1495,2023-02,Feb 2023
C0469,2023-09-25 07:23:10.158465,Basic,Paid Ads,45-54,299,0,8,,,2392,2023-09,Sep 2023
C0470,2023-08-26 16:59:38.982485,Basic,Paid Ads,45-54,299,0,20,,,5980,2023-08,Aug 2023
C0471,2024-06-07 16:28:25.421184,Basic,Paid Ads,35-44,299,1,2,2024-08-06 16:28:25.421184,Poor support,598,2024-06,Jun 2024
C0472,2024-02-18 11:37:46.889074,Standard,Social Media,25-34,599,1,2,2024-04-18 11:37:46.889074,Better competitor,1198,2024-02,Feb 2024
C0473,2023-06-21 16:16:24.820683,Premium,Email,35-44,999,0,17,,,16983,2023-06,Jun 2023
C0474,2023-09-04 08:38:49.941618,Standard,Referral,25-34,599,1,9,2024-05-31 08:38:49.941618,Better competitor,5391,2023-09,Sep 2023
C0475,2024-02-03 00:02:24.120100,Basic,Referral,35-44,299,0,17,,,5083,2024-02,Feb 2024
C0476,2023-09-13 00:18:00.900750,Standard,Referral,18-24,599,0,22,,,13178,2023-09,Sep 2023
C0477,2023-08-28 01:46:53.344453,Standard,Paid Ads,35-44,599,0,22,,,13178,2023-08,Aug 2023
C0478,2023-04-28 11:42:35.129274,Premium,Social Media,35-44,999,0,15,,,14985,2023-04,Apr 2023
C0479,2023-05-13 23:17:57.898248,Basic,Referral,25-34,299,1,9,2024-02-07 23:17:57.898248,Price too high,2691,2023-05,May 2023
C0480,2023-05-04 09:47:17.364470,Basic,Paid Ads,55+,299,0,11,,,3289,2023-05,May 2023
C0481,2023-02-27 19:59:47.989991,Standard,Email,45-54,599,0,8,,,4792,2023-02,Feb 2023
C0482,2023-02-15 23:50:23.519599,Standard,Organic,55+,599,0,13,,,7787,2023-02,Feb 2023
C0483,2023-07-18 13:05:27.272727,Basic,Organic,25-34,299,0,17,,,5083,2023-07,Jul 2023
C0484,2023-06-12 13:41:29.074228,Basic,Referral,25-34,299,0,23,,,6877,2023-06,Jun 2023
C0485,2024-01-14 10:05:18.265221,Basic,Email,35-44,299,0,11,,,3289,2024-01,Jan 2024
C0486,2024-03-07 16:47:38.381984,Standard,Social Media,25-34,599,0,13,,,7787,2024-03,Mar 2024
C0487,2024-02-17 13:46:17.314428,Basic,Paid Ads,35-44,299,0,6,,,1794,2024-02,Feb 2024
C0488,2024-06-19 12:37:49.891576,Standard,Paid Ads,35-44,599,0,13,,,7787,2024-06,Jun 2024
C0489,2023-08-11 05:24:16.213511,Standard,Referral,18-24,599,1,2,2023-10-10 05:24:16.213511,Price too high,1198,2023-08,Aug 2023
C0490,2024-05-29 02:57:44.887406,Premium,Paid Ads,25-34,999,1,8,2025-01-24 02:57:44.887406,Better competitor,7992,2024-05,May 2024
C0491,2023-06-13 22:28:43.436196,Standard,Organic,18-24,599,1,10,2024-04-08 22:28:43.436196,Technical issues,5990,2023-06,Jun 2023
C0492,2024-04-30 21:21:28.073394,Standard,Social Media,55+,599,0,19,,,11381,2024-04,Apr 2024
C0493,2023-03-14 20:39:25.971643,Basic,Referral,25-34,299,0,15,,,4485,2023-03,Mar 2023
C0494,2023-11-16 16:14:00.700583,Standard,Social Media,35-44,599,0,14,,,8386,2023-11,Nov 2023
C0495,2023-07-01 16:42:50.141784,Standard,Organic,25-34,599,0,17,,,10183,2023-07,Jul 2023
C0496,2023-07-26 06:53:08.657214,Basic,Email,55+,299,0,17,,,5083,2023-07,Jul 2023
C0497,2023-11-14 09:35:16.763969,Premium,Referral,35-44,999,1,11,2024-10-09 09:35:16.763969,No longer needed,10989,2023-11,Nov 2023
C0498,2024-02-18 00:42:02.101751,Basic,Organic,45-54,299,1,7,2024-09-15 00:42:02.101751,Lack of features,2093,2024-02,Feb 2024
C0499,2023-01-24 16:18:48.940783,Basic,Organic,55+,299,1,7,2023-08-22 16:18:48.940783,Better competitor,2093,2023-01,Jan 2023
C0500,2023-09-18 11:26:58.348623,Standard,Referral,25-34,599,0,6,,,3594,2023-09,Sep 2023
C0501,2023-03-21 05:39:52.994161,Basic,Referral,55+,299,0,15,,,4485,2023-03,Mar 2023
C0502,2023-05-26 17:18:51.943286,Standard,Paid Ads,18-24,599,0,15,,,8985,2023-05,May 2023
C0503,2023-11-09 09:22:04.103419,Basic,Organic,45-54,299,0,20,,,5980,2023-11,Nov 2023
C0504,2023-08-02 13:45:05.254378,Basic,Organic,25-34,299,0,22,,,6578,2023-08,Aug 2023
C0505,2023-11-15 18:22:31.125938,Premium,Organic,25-34,999,1,3,2024-02-13 18:22:31.125938,Price too high,2997,2023-11,Nov 2023
C0506,2024-05-28 05:06:15.312760,Premium,Social Media,18-24,999,0,9,,,8991,2024-05,May 2024
C0507,2023-10-27 04:25:25.271059,Basic,Referral,45-54,299,0,12,,,3588,2023-10,Oct 2023
C0508,2023-09-23 00:44:26.221851,Basic,Email,25-34,299,0,12,,,3588,2023-09,Sep 2023
C0509,2024-03-07 05:51:53.594662,Standard,Referral,35-44,599,0,11,,,6589,2024-03,Mar 2024
C0510,2023-02-05 23:23:58.198498,Basic,Paid Ads,25-34,299,0,19,,,5681,2023-02,Feb 2023
C0511,2024-04-14 22:50:20.517097,Basic,Paid Ads,45-54,299,0,12,,,3588,2024-04,Apr 2024
C0512,2024-01-12 14:22:19.115929,Standard,Paid Ads,25-34,599,1,5,2024-06-10 14:22:19.115929,Better competitor,2995,2024-01,Jan 2024
C0513,2023-07-28 02:36:07.806505,Standard,Referral,25-34,599,0,15,,,8985,2023-07,Jul 2023
C0514,2023-05-13 01:26:28.323603,Standard,Organic,35-44,599,0,15,,,8985,2023-05,May 2023
C0515,2023-06-18 11:46:11.309424,Basic,Paid Ads,25-34,299,0,20,,,5980,2023-06,Jun 2023
C0516,2024-02-26 05:25:28.273561,Basic,Referral,55+,299,0,7,,,2093,2024-02,Feb 2024
C0517,2023-08-06 05:11:03.552960,Basic,Organic,35-44,299,1,10,2024-06-01 05:11:03.552960,No longer needed,2990,2023-08,Aug 2023
C0518,2024-04-25 21:08:15.412844,Standard,Paid Ads,35-44,599,0,22,,,13178,2024-04,Apr 2024
C0519,2024-04-10 20:28:37.431192,Standard,Referral,55+,599,1,6,2024-10-07 20:28:37.431192,Price too high,3594,2024-04,Apr 2024
C0520,2023-12-30 09:25:40.283569,Premium,Email,18-24,999,0,21,,,20979,2023-12,Dec 2023
C0521,2023-08-04 09:28:04.403669,Basic,Organic,45-54,299,1,9,2024-04-30 09:28:04.403669,No longer needed,2691,2023-08,Aug 2023
C0522,2023-03-31 17:02:03.102585,Premium,Email,55+,999,0,21,,,20979,2023-03,Mar 2023
C0523,2023-03-26 05:53:05.654712,Premium,Referral,18-24,999,0,22,,,21978,2023-03,Mar 2023
C0524,2024-05-15 11:05:21.267723,Basic,Paid Ads,18-24,299,0,6,,,1794,2024-05,May 2024
C0525,2023-07-11 17:09:15.462885,Standard,Email,25-34,599,1,9,2024-04-06 17:09:15.462885,Poor support,5391,2023-07,Jul 2023
C0526,2023-07-25 09:01:39.082568,Standard,Organic,35-44,599,1,6,2024-01-21 09:01:39.082568,Lack of features,3594,2023-07,Jul 2023
C0527,2023-04-27 13:51:05.554628,Standard,Referral,35-44,599,0,16,,,9584,2023-04,Apr 2023
C0528,2023-03-03 11:25:46.288573,Basic,Organic,25-34,299,0,9,,,2691,2023-03,Mar 2023
C0529,2024-05-19 13:27:04.353628,Basic,Organic,55+,299,0,10,,,2990,2024-05,May 2024
C0530,2023-12-24 22:16:42.835696,Premium,Referral,25-34,999,1,1,2024-01-23 22:16:42.835696,No longer needed,999,2023-12,Dec 2023
C0531,2023-09-12 13:22:16.113427,Standard,Organic,25-34,599,0,8,,,4792,2023-09,Sep 2023
C0532,2023-12-20 19:54:59.749791,Standard,Social Media,25-34,599,0,13,,,7787,2023-12,Dec 2023
C0533,2024-05-08 15:09:09.457881,Basic,Organic,55+,299,0,12,,,3588,2024-05,May 2024
C0534,2024-05-18 15:35:34.778982,Basic,Organic,25-34,299,0,15,,,4485,2024-05,May 2024
C0535,2023-01-23 07:31:34.578815,Basic,Email,45-54,299,0,11,,,3289,2023-01,Jan 2023
C0536,2024-01-28 12:53:26.672226,Standard,Organic,55+,599,0,7,,,4193,2024-01,Jan 2024
C0537,2023-09-29 20:40:38.031693,Basic,Organic,25-34,299,0,15,,,4485,2023-09,Sep 2023
C0538,2023-08-28 12:42:38.131776,Standard,Organic,25-34,599,0,14,,,8386,2023-08,Aug 2023
C0539,2023-10-09 21:07:03.352793,Basic,Organic,45-54,299,0,10,,,2990,2023-10,Oct 2023
C0540,2023-12-04 21:23:52.193494,Premium,Paid Ads,25-34,999,0,16,,,15984,2023-12,Dec 2023
C0541,2023-07-30 09:14:51.743119,Basic,Social Media,18-24,299,0,14,,,4186,2023-07,Jul 2023
C0542,2023-09-22 02:52:56.647206,Premium,Paid Ads,25-34,999,0,21,,,20979,2023-09,Sep 2023
C0543,2024-04-12 05:15:51.793160,Basic,Organic,45-54,299,1,3,2024-07-11 05:15:51.793160,Price too high,897,2024-04,Apr 2024
C0544,2023-08-02 02:49:20.467055,Premium,Email,18-24,999,0,17,,,16983,2023-08,Aug 2023
C0545,2023-01-16 00:39:37.981651,Basic,Paid Ads,35-44,299,1,6,2023-07-15 00:39:37.981651,Price too high,1794,2023-01,Jan 2023
C0546,2023-07-09 10:30:31.526271,Premium,Email,55+,999,1,7,2024-02-04 10:30:31.526271,Price too high,6993,2023-07,Jul 2023
C0547,2023-04-23 11:29:22.468723,Standard,Organic,25-34,599,0,18,,,10782,2023-04,Apr 2023
C0548,2024-04-23 03:33:46.688907,Premium,Organic,25-34,999,1,8,2024-12-19 03:33:46.688907,No longer needed,7992,2024-04,Apr 2024
C0549,2024-03-11 08:13:36.680567,Premium,Social Media,45-54,999,0,13,,,12987,2024-03,Mar 2024
C0550,2024-04-30 10:25:43.286071,Premium,Organic,35-44,999,1,11,2025-03-26 10:25:43.286071,Lack of features,10989,2024-04,Apr 2024
C0551,2023-04-09 08:41:14.061718,Standard,Paid Ads,45-54,599,0,22,,,13178,2023-04,Apr 2023
C0552,2024-06-18 03:50:35.529608,Standard,Referral,35-44,599,0,9,,,5391,2024-06,Jun 2024
C0553,2023-12-14 10:54:32.727272,Premium,Email,55+,999,0,16,,,15984,2023-12,Dec 2023
C0554,2023-09-05 06:30:19.516263,Premium,Organic,25-34,999,1,6,2024-03-03 06:30:19.516263,No longer needed,5994,2023-09,Sep 2023
C0555,2023-08-13 12:03:00.150125,Standard,Paid Ads,18-24,599,0,10,,,5990,2023-08,Aug 2023
C0556,2023-07-31 07:06:21.317764,Basic,Referral,25-34,299,0,17,,,5083,2023-07,Jul 2023
C0557,2023-06-28 01:16:51.843202,Standard,Organic,25-34,599,1,10,2024-04-23 01:16:51.843202,Poor support,5990,2023-06,Jun 2023
C0558,2023-07-19 10:56:56.847372,Standard,Email,35-44,599,0,18,,,10782,2023-07,Jul 2023
C0559,2024-06-25 21:38:16.914095,Basic,Referral,45-54,299,0,18,,,5382,2024-06,Jun 2024
C0560,2023-05-29 10:53:20.667222,Premium,Paid Ads,35-44,999,1,9,2024-02-23 10:53:20.667222,Lack of features,8991,2023-05,May 2023
C0561,2023-10-30 08:55:38.782318,Basic,Paid Ads,45-54,299,0,8,,,2392,2023-10,Oct 2023
C0562,2023-07-31 18:02:06.105087,Standard,Referral,35-44,599,1,10,2024-05-26 18:02:06.105087,Better competitor,5990,2023-07,Jul 2023
C0563,2023-09-09 19:47:47.389491,Basic,Paid Ads,35-44,299,0,9,,,2691,2023-09,Sep 2023
C0564,2023-01-28 18:40:32.026688,Premium,Organic,25-34,999,0,15,,,14985,2023-01,Jan 2023
C0565,2023-07-10 08:22:01.100917,Standard,Organic,35-44,599,0,23,,,13777,2023-07,Jul 2023
C0566,2023-12-22 04:42:14.111759,Basic,Referral,25-34,299,1,3,2024-03-21 04:42:14.111759,Price too high,897,2023-12,Dec 2023
C0567,2024-06-13 03:37:22.869057,Standard,Social Media,25-34,599,0,14,,,8386,2024-06,Jun 2024
C0568,2023-09-02 23:51:35.579649,Standard,Email,35-44,599,1,8,2024-04-29 23:51:35.579649,Lack of features,4792,2023-09,Sep 2023
C0569,2023-03-12 14:00:42.035029,Standard,Social Media,25-34,599,1,6,2023-09-08 14:00:42.035029,Lack of features,3594,2023-03,Mar 2023
C0570,2024-02-29 09:55:41.784820,Premium,Referral,55+,999,0,7,,,6993,2024-02,Feb 2024
C0571,2024-03-14 12:43:50.191826,Premium,Referral,25-34,999,1,5,2024-08-11 12:43:50.191826,Price too high,4995,2024-03,Mar 2024
C0572,2023-10-01 05:27:52.393661,Standard,Paid Ads,25-34,599,0,16,,,9584,2023-10,Oct 2023
C0573,2023-06-16 16:03:12.160133,Premium,Paid Ads,45-54,999,1,11,2024-05-11 16:03:12.160133,Lack of features,10989,2023-06,Jun 2023
C0574,2023-06-08 11:19:45.988323,Standard,Paid Ads,35-44,599,0,22,,,13178,2023-06,Jun 2023
C0575,2024-02-18 22:33:31.676397,Premium,Social Media,25-34,999,0,14,,,13986,2024-02,Feb 2024
C0576,2024-06-23 14:59:32.977481,Basic,Referral,45-54,299,0,14,,,4186,2024-06,Jun 2024
C0577,2023-03-17 14:13:54.695579,Basic,Email,25-34,299,0,15,,,4485,2023-03,Mar 2023
C0578,2024-03-13 03:56:35.829858,Standard,Organic,18-24,599,1,11,2025-02-06 03:56:35.829858,Better competitor,6589,2024-03,Mar 2024
C0579,2024-02-10 17:50:05.504587,Standard,Email,35-44,599,0,17,,,10183,2024-02,Feb 2024
C0580,2023-09-06 15:17:33.878231,Standard,Organic,25-34,599,0,18,,,10782,2023-09,Sep 2023
C0581,2023-04-03 21:32:16.613844,Basic,Social Media,25-34,299,0,10,,,2990,2023-04,Apr 2023
C0582,2024-01-29 21:40:41.034195,Basic,Organic,55+,299,1,6,2024-07-27 21:40:41.034195,Better competitor,1794,2024-01,Jan 2024
C0583,2024-05-07 17:17:39.883236,Basic,Paid Ads,35-44,299,0,16,,,4784,2024-05,May 2024
C0584,2023-03-26 16:48:50.442035,Premium,Paid Ads,35-44,999,1,8,2023-11-21 16:48:50.442035,Poor support,7992,2023-03,Mar 2023
C0585,2024-06-11 07:54:23.719766,Standard,Paid Ads,35-44,599,0,11,,,6589,2024-06,Jun 2024
C0586,2023-01-05 02:21:43.085904,Standard,Email,35-44,599,0,15,,,8985,2023-01,Jan 2023
C0587,2023-01-05 13:17:27.873227,Standard,Paid Ads,35-44,599,0,7,,,4193,2023-01,Jan 2023
C0588,2024-01-08 22:56:20.817347,Premium,Email,25-34,999,1,9,2024-10-04 22:56:20.817347,Better competitor,8991,2024-01,Jan 2024
C0589,2024-01-05 18:26:07.306088,Standard,Social Media,55+,599,0,11,,,6589,2024-01,Jan 2024
C0590,2023-09-10 17:39:16.964136,Standard,Referral,55+,599,0,20,,,11980,2023-09,Sep 2023
C0591,2023-05-12 14:30:43.536280,Standard,Organic,55+,599,0,11,,,6589,2023-05,May 2023
C0592,2023-07-14 10:43:44.186822,Standard,Organic,35-44,599,1,5,2023-12-11 10:43:44.186822,Lack of features,2995,2023-07,Jul 2023
C0593,2023-09-13 11:13:45.688073,Standard,Referral,25-34,599,0,18,,,10782,2023-09,Sep 2023
C0594,2023-10-23 12:59:26.972477,Standard,Email,25-34,599,1,2,2023-12-22 12:59:26.972477,Better competitor,1198,2023-10,Oct 2023
C0595,2024-05-27 07:14:45.738115,Basic,Referral,55+,299,0,6,,,1794,2024-05,May 2024
C0596,2024-05-06 19:26:10.308590,Premium,Referral,35-44,999,0,15,,,14985,2024-05,May 2024
C0597,2024-02-13 00:28:49.441201,Basic,Referral,35-44,299,1,1,2024-03-14 00:28:49.441201,Lack of features,299,2024-02,Feb 2024
C0598,2023-11-12 02:56:32.827356,Standard,Paid Ads,18-24,599,1,10,2024-09-07 02:56:32.827356,Price too high,5990,2023-11,Nov 2023
C0599,2023-03-10 18:17:42.885738,Standard,Paid Ads,35-44,599,0,23,,,13777,2023-03,Mar 2023
C0600,2023-02-21 00:03:36.180150,Standard,Referral,45-54,599,1,5,2023-07-21 00:03:36.180150,Better competitor,2995,2023-02,Feb 2023
C0601,2024-06-15 10:16:06.805671,Standard,Organic,35-44,599,0,8,,,4792,2024-06,Jun 2024
C0602,2023-07-12 15:00:45.037531,Standard,Referral,35-44,599,1,8,2024-03-08 15:00:45.037531,Price too high,4792,2023-07,Jul 2023
C0603,2024-05-20 00:22:49.140950,Premium,Referral,25-34,999,0,20,,,19980,2024-05,May 2024
C0604,2024-03-03 14:25:55.296080,Standard,Referral,55+,599,0,16,,,9584,2024-03,Mar 2024
C0605,2023-07-29 22:19:06.955796,Standard,Referral,35-44,599,0,20,,,11980,2023-07,Jul 2023
C0606,2024-01-17 03:39:46.989157,Premium,Organic,25-34,999,0,15,,,14985,2024-01,Jan 2024
C0607,2023-01-01 00:00:00.000000,Basic,Organic,25-34,299,0,16,,,4784,2023-01,Jan 2023
C0608,2023-12-11 17:20:04.003336,Standard,Referral,18-24,599,0,16,,,9584,2023-12,Dec 2023
C0609,2024-02-19 20:25:01.251042,Premium,Organic,35-44,999,0,16,,,15984,2024-02,Feb 2024
C0610,2024-04-16 07:37:34.879065,Standard,Paid Ads,35-44,599,0,6,,,3594,2024-04,Apr 2024
C0611,2023-11-08 11:30:34.528773,Premium,Paid Ads,25-34,999,0,8,,,7992,2023-11,Nov 2023
C0612,2023-10-17 14:54:44.737281,Standard,Paid Ads,25-34,599,0,11,,,6589,2023-10,Oct 2023
C0613,2023-10-22 04:12:12.610508,Standard,Referral,25-34,599,1,1,2023-11-21 04:12:12.610508,Lack of features,599,2023-10,Oct 2023
C0614,2024-02-03 10:58:08.907422,Basic,Referral,45-54,299,1,9,2024-10-30 10:58:08.907422,Price too high,2691,2024-02,Feb 2024
C0615,2023-07-07 03:51:47.589658,Basic,Paid Ads,45-54,299,0,11,,,3289,2023-07,Jul 2023
C0616,2023-05-27 15:10:21.517931,Standard,Social Media,25-34,599,0,11,,,6589,2023-05,May 2023
C0617,2024-04-08 13:49:53.494578,Standard,Email,18-24,599,1,11,2025-03-04 13:49:53.494578,Price too high,6589,2024-04,Apr 2024
C0618,2024-03-12 17:00:51.042535,Standard,Social Media,35-44,599,0,18,,,10782,2024-03,Mar 2024
C0619,2023-07-18 02:09:42.485404,Basic,Paid Ads,25-34,299,1,11,2024-06-12 02:09:42.485404,Better competitor,3289,2023-07,Jul 2023
C0620,2023-07-25 19:57:23.869891,Basic,Referral,25-34,299,0,6,,,1794,2023-07,Jul 2023
C0621,2023-01-18 07:18:21.918265,Premium,Social Media,25-34,999,0,12,,,11988,2023-01,Jan 2023
C0622,2023-03-25 08:01:36.080066,Premium,Social Media,18-24,999,0,22,,,21978,2023-03,Mar 2023
C0623,2023-04-09 19:36:58.849040,Standard,Email,35-44,599,0,19,,,11381,2023-04,Apr 2023
C0624,2023-10-21 17:16:27.823185,Standard,Email,18-24,599,0,12,,,7188,2023-10,Oct 2023
C0625,2023-05-20 08:18:24.920767,Basic,Referral,35-44,299,1,7,2023-12-16 08:18:24.920767,Better competitor,2093,2023-05,May 2023
C0626,2024-02-21 16:08:00.400333,Standard,Referral,45-54,599,0,19,,,11381,2024-02,Feb 2024
C0627,2023-09-08 00:04:48.240200,Standard,Organic,55+,599,1,5,2024-02-05 00:04:48.240200,Better competitor,2995,2023-09,Sep 2023
C0628,2023-05-23 12:48:38.432026,Standard,Paid Ads,35-44,599,1,8,2024-01-18 12:48:38.432026,Price too high,4792,2023-05,May 2023
C0629,2024-01-13 01:18:03.903252,Standard,Paid Ads,35-44,599,0,11,,,6589,2024-01,Jan 2024
C0630,2023-05-31 17:32:04.603836,Premium,Email,25-34,999,1,5,2023-10-28 17:32:04.603836,Price too high,4995,2023-05,May 2023
C0631,2023-01-17 09:26:52.343619,Basic,Social Media,25-34,299,1,9,2023-10-14 09:26:52.343619,No longer needed,2691,2023-01,Jan 2023
C0632,2024-03-21 19:35:46.788990,Basic,Organic,18-24,299,0,17,,,5083,2024-03,Mar 2024
C0633,2023-11-21 16:27:13.361134,Standard,Organic,45-54,599,0,15,,,8985,2023-11,Nov 2023
C0634,2024-01-08 01:04:51.242702,Basic,Paid Ads,55+,299,0,21,,,6279,2024-01,Jan 2024
C0635,2024-06-19 01:42:05.104253,Premium,Organic,35-44,999,1,9,2025-03-16 01:42:05.104253,Price too high,8991,2024-06,Jun 2024
C0636,2023-12-11 06:24:19.216013,Premium,Social Media,45-54,999,0,15,,,14985,2023-12,Dec 2023
C0637,2023-09-20 18:05:42.285237,Premium,Paid Ads,25-34,999,1,1,2023-10-20 18:05:42.285237,Lack of features,999,2023-09,Sep 2023
C0638,2023-07-17 04:18:12.910758,Standard,Referral,45-54,599,0,18,,,10782,2023-07,Jul 2023
C0639,2023-03-16 05:26:40.333611,Basic,Organic,55+,299,0,8,,,2392,2023-03,Mar 2023
C0640,2023-04-30 18:21:19.065888,Basic,Organic,25-34,299,0,23,,,6877,2023-04,Apr 2023
C0641,2023-04-16 04:37:25.871559,Standard,Referral,35-44,599,1,6,2023-10-13 04:37:25.871559,Better competitor,3594,2023-04,Apr 2023
C0642,2023-05-18 12:35:25.771476,Basic,Referral,25-34,299,0,20,,,5980,2023-05,May 2023
C0643,2023-03-21 16:35:37.781484,Basic,Organic,35-44,299,1,2,2023-05-20 16:35:37.781484,Better competitor,598,2023-03,Mar 2023
C0644,2024-05-04 01:51:41.584653,Standard,Email,35-44,599,0,9,,,5391,2024-05,May 2024
C0645,2023-03-09 20:26:13.311092,Premium,Referral,25-34,999,1,9,2023-12-04 20:26:13.311092,Technical issues,8991,2023-03,Mar 2023
C0646,2024-06-07 05:32:40.633861,Standard,Paid Ads,55+,599,0,20,,,11980,2024-06,Jun 2024
C0647,2023-02-02 07:57:59.899916,Basic,Organic,18-24,299,0,18,,,5382,2023-02,Feb 2023
C0648,2023-03-18 12:05:24.270225,Standard,Referral,25-34,599,0,23,,,13777,2023-03,Mar 2023
C0649,2023-07-27 04:44:38.231859,Standard,Referral,35-44,599,0,23,,,13777,2023-07,Jul 2023
C0650,2023-02-10 12:41:26.071726,Basic,Organic,25-34,299,1,10,2023-12-07 12:41:26.071726,Lack of features,2990,2023-02,Feb 2023
C0651,2023-02-23 06:42:20.116763,Standard,Social Media,25-34,599,0,21,,,12579,2023-02,Feb 2023
C0652,2024-03-05 21:04:39.232693,Basic,Email,35-44,299,0,22,,,6578,2024-03,Mar 2024
C0653,2023-05-27 04:14:36.730608,Premium,Referral,25-34,999,1,1,2023-06-26 04:14:36.730608,Lack of features,999,2023-05,May 2023
C0654,2024-02-13 22:20:19.015846,Premium,Paid Ads,55+,999,0,19,,,18981,2024-02,Feb 2024
C0655,2023-07-29 00:27:37.381150,Basic,Social Media,45-54,299,1,8,2024-03-25 00:27:37.381150,Price too high,2392,2023-07,Jul 2023
C0656,2024-06-17 16:54:50.742285,Standard,Paid Ads,35-44,599,0,22,,,13178,2024-06,Jun 2024
C0657,2023-12-17 04:29:01.451209,Standard,Paid Ads,25-34,599,1,1,2024-01-16 04:29:01.451209,Better competitor,599,2023-12,Dec 2023
C0658,2024-01-21 06:01:30.075062,Standard,Organic,25-34,599,0,22,,,13178,2024-01,Jan 2024
C0659,2024-05-24 02:44:32.226855,Basic,Paid Ads,25-34,299,0,9,,,2691,2024-05,May 2024
C0660,2024-02-12 02:37:19.866555,Standard,Referral,35-44,599,1,4,2024-06-11 02:37:19.866555,Price too high,2396,2024-02,Feb 2024
C0661,2023-05-03 22:51:32.577147,Premium,Email,25-34,999,0,9,,,8991,2023-05,May 2023
C0662,2023-02-20 13:07:51.392827,Premium,Referral,25-34,999,0,21,,,20979,2023-02,Feb 2023
C0663,2023-09-28 22:49:08.457047,Basic,Social Media,25-34,299,0,11,,,3289,2023-09,Sep 2023
C0664,2023-08-23 23:25:10.258548,Basic,Organic,35-44,299,0,23,,,6877,2023-08,Aug 2023
C0665,2023-04-13 21:58:41.934945,Premium,Paid Ads,35-44,999,0,16,,,15984,2023-04,Apr 2023
C0666,2023-08-14 20:50:14.512093,Standard,Organic,45-54,599,0,23,,,13777,2023-08,Aug 2023
C0667,2023-08-15 18:41:44.086738,Premium,Organic,35-44,999,1,4,2023-12-13 18:41:44.086738,Better competitor,3996,2023-08,Aug 2023
C0668,2023-12-27 15:51:11.559633,Standard,Paid Ads,45-54,599,1,6,2024-06-24 15:51:11.559633,Better competitor,3594,2023-12,Dec 2023
C0669,2024-03-31 09:06:27.322768,Premium,Organic,35-44,999,0,6,,,5994,2024-03,Mar 2024
C0670,2023-03-30 19:10:33.527939,Standard,Organic,18-24,599,1,2,2023-05-29 19:10:33.527939,Lack of features,1198,2023-03,Mar 2023
C0671,2023-06-03 00:10:48.540450,Standard,Paid Ads,25-34,599,0,17,,,10183,2023-06,Jun 2023
C0672,2024-03-10 21:17:51.893244,Premium,Organic,45-54,999,1,6,2024-09-06 21:17:51.893244,Price too high,5994,2024-03,Mar 2024
C0673,2024-02-22 03:03:45.187656,Basic,Organic,55+,299,1,8,2024-10-19 03:03:45.187656,Price too high,2392,2024-02,Feb 2024
C0674,2024-01-06 16:17:36.880733,Basic,Referral,25-34,299,1,9,2024-10-02 16:17:36.880733,Poor support,2691,2024-01,Jan 2024
C0675,2023-03-04 09:17:15.863219,Premium,Referral,25-34,999,1,1,2023-04-03 09:17:15.863219,Better competitor,999,2023-03,Mar 2023
C0676,2023-12-22 15:37:58.899082,Basic,Paid Ads,35-44,299,0,12,,,3588,2023-12,Dec 2023
C0677,2024-04-08 02:54:08.707256,Standard,Organic,25-34,599,0,21,,,12579,2024-04,Apr 2024
